timing_condition,pair_index,primary_base_edge_id,alternative_base_edge_id,alternative_rank,available_raw_fragment_count,direction_pairwise_decision,global_pairwise_decision,branch_decision_differs_from_global,sar_only_pairwise_outcome,joint_category
SAR_SHIFT_PLUS_1,10,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0001,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0001__TO__R02ZF_SARF000483__Q095__R0048,3,0,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,False,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION
SAR_SHIFT_PLUS_1,10,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0003,3,0,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,False,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION
SAR_SHIFT_PLUS_1,10,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0004,5,0,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,False,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION
SAR_SHIFT_PLUS_1,10,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0014,1,0,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,False,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION
SAR_SHIFT_PLUS_1,10,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0023,4,0,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,False,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION
SAR_SHIFT_PLUS_1,10,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0008,R02ZF_SARF000482__R02ZF_SARF000482__Q095__R0012__TO__R02ZF_SARF000483__Q095__R0026,2,0,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,False,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION
SAR_SHIFT_PLUS_1,15,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0010,2,0,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,False,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION
SAR_SHIFT_PLUS_1,15,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0017,4,0,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,False,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION
SAR_SHIFT_PLUS_1,15,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0019,1,0,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,False,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION
SAR_SHIFT_PLUS_1,15,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0036,5,0,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,False,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION
SAR_SHIFT_PLUS_1,15,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0001,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0002__TO__R02ZF_SARF000488__Q095__R0037,3,0,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,False,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION
SAR_SHIFT_PLUS_1,15,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0010__TO__R02ZF_SARF000488__Q095__R0011,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0010__TO__R02ZF_SARF000488__Q095__R0005,3,0,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,False,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION
SAR_SHIFT_PLUS_1,15,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0010__TO__R02ZF_SARF000488__Q095__R0011,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0010__TO__R02ZF_SARF000488__Q095__R0008,4,0,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,False,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION
SAR_SHIFT_PLUS_1,15,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0010__TO__R02ZF_SARF000488__Q095__R0011,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0010__TO__R02ZF_SARF000488__Q095__R0017,2,0,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,False,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION
SAR_SHIFT_PLUS_1,15,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0010__TO__R02ZF_SARF000488__Q095__R0011,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0010__TO__R02ZF_SARF000488__Q095__R0024,1,0,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,False,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION
SAR_SHIFT_PLUS_1,15,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0010__TO__R02ZF_SARF000488__Q095__R0011,R02ZF_SARF000487__R02ZF_SARF000487__Q095__R0010__TO__R02ZF_SARF000488__Q095__R0026,5,0,DIRECTION_NO_DECISION,DIRECTION_NO_DECISION,False,SUPPORTED_WIN,DIRECTION_REDUNDANT_NO_DECISION
