segment_id,run_id,evidence_family,availability_state,evidence_role,activated_for_relational_exclusion,availability_basis,weighted_score_used,manual_reference_used
TERGS_8D6DB9A2F108568B32AA,R02ZF,RESPONSE_COMPONENT_SET,OBSERVABLE,STRUCTURING,False,upper families may contain multiple lower-core components and multiple physical regions,False,False
TERGS_8D6DB9A2F108568B32AA,R02ZF,EXACT_CROSS_MODAL_TIMING,UNAVAILABLE,DESCRIPTIVE,False,all frozen timing-authority rows prohibit exact cross-modal order,False,False
TERGS_8D6DB9A2F108568B32AA,R02ZF,RELATIVE_RANGE_LIKE_ORDER,UNAVAILABLE,UNARY_DISCRIMINATIVE,False,optical has no range authority and no reliable cross-modal range-order observable is frozen,False,False
TERGS_8D6DB9A2F108568B32AA,R02ZF,UNARY_FAMILY_DISCRIMINATION,UNAVAILABLE,UNARY_DISCRIMINATIVE,False,TERG-R0 deletes 0 individual families without an anchor,False,False
TERGS_A923293CFBC550AE18D7,R02ZF,RELATIVE_ANGULAR_ORDER,OBSERVABLE,RELATIONAL_DISCRIMINATIVE,True,1/1 pair profiles have whole-segment definite raw optical order,False,False
TERGS_A923293CFBC550AE18D7,R02ZF,LIFECYCLE_PERSISTENCE,OBSERVABLE,STRUCTURING,False,7 complete-lifecycle-possible frozen families; already used in TERG-v1 construction,False,False
TERGS_A923293CFBC550AE18D7,R02ZF,SHARED_RESPONSE_STATE,OBSERVABLE,DESCRIPTIVE,False,shared SAR physical-region support occurs in 1/1 relation profiles; no PERSON-state equivalence asserted,False,False
TERGS_A923293CFBC550AE18D7,R02ZF,TOPOLOGY_HYPOTHESIS_SET,PARTIALLY_OBSERVABLE,DESCRIPTIVE,False,split/merge/deformation remains a compatible SAR response-state hypothesis set,False,False
TERGS_A923293CFBC550AE18D7,R02ZF,BOUNDARY_CENSORING,CENSORED,DESCRIPTIVE,False,censoring disables morphology authority and preserves boundary-conditioned hypotheses,False,False
TERGS_A923293CFBC550AE18D7,R02ZF,RESPONSE_COMPONENT_SET,OBSERVABLE,STRUCTURING,False,upper families may contain multiple lower-core components and multiple physical regions,False,False
TERGS_A923293CFBC550AE18D7,R02ZF,EXACT_CROSS_MODAL_TIMING,UNAVAILABLE,DESCRIPTIVE,False,all frozen timing-authority rows prohibit exact cross-modal order,False,False
TERGS_A923293CFBC550AE18D7,R02ZF,RELATIVE_RANGE_LIKE_ORDER,UNAVAILABLE,UNARY_DISCRIMINATIVE,False,optical has no range authority and no reliable cross-modal range-order observable is frozen,False,False
TERGS_A923293CFBC550AE18D7,R02ZF,UNARY_FAMILY_DISCRIMINATION,UNAVAILABLE,UNARY_DISCRIMINATIVE,False,TERG-R0 deletes 0 individual families without an anchor,False,False
TERGS_F66D1A1E88076E254C22,R02ZF,RELATIVE_ANGULAR_ORDER,OBSERVABLE,RELATIONAL_DISCRIMINATIVE,True,1/1 pair profiles have whole-segment definite raw optical order,False,False
TERGS_F66D1A1E88076E254C22,R02ZF,LIFECYCLE_PERSISTENCE,OBSERVABLE,STRUCTURING,False,6 complete-lifecycle-possible frozen families; already used in TERG-v1 construction,False,False
TERGS_F66D1A1E88076E254C22,R02ZF,SHARED_RESPONSE_STATE,OBSERVABLE,DESCRIPTIVE,False,shared SAR physical-region support occurs in 1/1 relation profiles; no PERSON-state equivalence asserted,False,False
TERGS_F66D1A1E88076E254C22,R02ZF,TOPOLOGY_HYPOTHESIS_SET,PARTIALLY_OBSERVABLE,DESCRIPTIVE,False,split/merge/deformation remains a compatible SAR response-state hypothesis set,False,False
TERGS_F66D1A1E88076E254C22,R02ZF,BOUNDARY_CENSORING,CENSORED,DESCRIPTIVE,False,censoring disables morphology authority and preserves boundary-conditioned hypotheses,False,False
TERGS_F66D1A1E88076E254C22,R02ZF,RESPONSE_COMPONENT_SET,OBSERVABLE,STRUCTURING,False,upper families may contain multiple lower-core components and multiple physical regions,False,False
TERGS_F66D1A1E88076E254C22,R02ZF,EXACT_CROSS_MODAL_TIMING,UNAVAILABLE,DESCRIPTIVE,False,all frozen timing-authority rows prohibit exact cross-modal order,False,False
TERGS_F66D1A1E88076E254C22,R02ZF,RELATIVE_RANGE_LIKE_ORDER,UNAVAILABLE,UNARY_DISCRIMINATIVE,False,optical has no range authority and no reliable cross-modal range-order observable is frozen,False,False
TERGS_F66D1A1E88076E254C22,R02ZF,UNARY_FAMILY_DISCRIMINATION,UNAVAILABLE,UNARY_DISCRIMINATIVE,False,TERG-R0 deletes 0 individual families without an anchor,False,False
TERGS_48FABD798C7CE3742190,R02ZF,RELATIVE_ANGULAR_ORDER,PARTIALLY_OBSERVABLE,RELATIONAL_DISCRIMINATIVE,True,8/10 pair profiles have whole-segment definite raw optical order,False,False
TERGS_48FABD798C7CE3742190,R02ZF,LIFECYCLE_PERSISTENCE,PARTIALLY_OBSERVABLE,STRUCTURING,False,0 complete-lifecycle-possible frozen families; already used in TERG-v1 construction,False,False
TERGS_48FABD798C7CE3742190,R02ZF,SHARED_RESPONSE_STATE,PARTIALLY_OBSERVABLE,DESCRIPTIVE,False,shared SAR physical-region support occurs in 9/10 relation profiles; no PERSON-state equivalence asserted,False,False
TERGS_48FABD798C7CE3742190,R02ZF,TOPOLOGY_HYPOTHESIS_SET,AMBIGUOUS,DESCRIPTIVE,False,split/merge/deformation remains a compatible SAR response-state hypothesis set,False,False
TERGS_48FABD798C7CE3742190,R02ZF,BOUNDARY_CENSORING,CENSORED,DESCRIPTIVE,False,censoring disables morphology authority and preserves boundary-conditioned hypotheses,False,False
TERGS_48FABD798C7CE3742190,R02ZF,RESPONSE_COMPONENT_SET,OBSERVABLE,STRUCTURING,False,upper families may contain multiple lower-core components and multiple physical regions,False,False
TERGS_48FABD798C7CE3742190,R02ZF,EXACT_CROSS_MODAL_TIMING,UNAVAILABLE,DESCRIPTIVE,False,all frozen timing-authority rows prohibit exact cross-modal order,False,False
TERGS_48FABD798C7CE3742190,R02ZF,RELATIVE_RANGE_LIKE_ORDER,UNAVAILABLE,UNARY_DISCRIMINATIVE,False,optical has no range authority and no reliable cross-modal range-order observable is frozen,False,False
TERGS_48FABD798C7CE3742190,R02ZF,UNARY_FAMILY_DISCRIMINATION,UNAVAILABLE,UNARY_DISCRIMINATIVE,False,TERG-R0 deletes 0 individual families without an anchor,False,False
TERGS_1BB7B9183580C17A201F,R02ZF,RELATIVE_ANGULAR_ORDER,OBSERVABLE,RELATIONAL_DISCRIMINATIVE,True,6/6 pair profiles have whole-segment definite raw optical order,False,False
TERGS_1BB7B9183580C17A201F,R02ZF,LIFECYCLE_PERSISTENCE,OBSERVABLE,STRUCTURING,False,22 complete-lifecycle-possible frozen families; already used in TERG-v1 construction,False,False
TERGS_1BB7B9183580C17A201F,R02ZF,SHARED_RESPONSE_STATE,OBSERVABLE,DESCRIPTIVE,False,shared SAR physical-region support occurs in 6/6 relation profiles; no PERSON-state equivalence asserted,False,False
TERGS_1BB7B9183580C17A201F,R02ZF,TOPOLOGY_HYPOTHESIS_SET,PARTIALLY_OBSERVABLE,DESCRIPTIVE,False,split/merge/deformation remains a compatible SAR response-state hypothesis set,False,False
TERGS_1BB7B9183580C17A201F,R02ZF,BOUNDARY_CENSORING,CENSORED,DESCRIPTIVE,False,censoring disables morphology authority and preserves boundary-conditioned hypotheses,False,False
TERGS_1BB7B9183580C17A201F,R02ZF,RESPONSE_COMPONENT_SET,OBSERVABLE,STRUCTURING,False,upper families may contain multiple lower-core components and multiple physical regions,False,False
TERGS_1BB7B9183580C17A201F,R02ZF,EXACT_CROSS_MODAL_TIMING,UNAVAILABLE,DESCRIPTIVE,False,all frozen timing-authority rows prohibit exact cross-modal order,False,False
TERGS_1BB7B9183580C17A201F,R02ZF,RELATIVE_RANGE_LIKE_ORDER,UNAVAILABLE,UNARY_DISCRIMINATIVE,False,optical has no range authority and no reliable cross-modal range-order observable is frozen,False,False
TERGS_1BB7B9183580C17A201F,R02ZF,UNARY_FAMILY_DISCRIMINATION,UNAVAILABLE,UNARY_DISCRIMINATIVE,False,TERG-R0 deletes 0 individual families without an anchor,False,False
TERGS_CAAB4EA22C44536DF2CC,R02ZF,RELATIVE_ANGULAR_ORDER,OBSERVABLE,RELATIONAL_DISCRIMINATIVE,True,6/6 pair profiles have whole-segment definite raw optical order,False,False
TERGS_CAAB4EA22C44536DF2CC,R02ZF,LIFECYCLE_PERSISTENCE,PARTIALLY_OBSERVABLE,STRUCTURING,False,0 complete-lifecycle-possible frozen families; already used in TERG-v1 construction,False,False
TERGS_CAAB4EA22C44536DF2CC,R02ZF,SHARED_RESPONSE_STATE,OBSERVABLE,DESCRIPTIVE,False,shared SAR physical-region support occurs in 6/6 relation profiles; no PERSON-state equivalence asserted,False,False
TERGS_CAAB4EA22C44536DF2CC,R02ZF,TOPOLOGY_HYPOTHESIS_SET,PARTIALLY_OBSERVABLE,DESCRIPTIVE,False,split/merge/deformation remains a compatible SAR response-state hypothesis set,False,False
TERGS_CAAB4EA22C44536DF2CC,R02ZF,BOUNDARY_CENSORING,CENSORED,DESCRIPTIVE,False,censoring disables morphology authority and preserves boundary-conditioned hypotheses,False,False
TERGS_CAAB4EA22C44536DF2CC,R02ZF,RESPONSE_COMPONENT_SET,OBSERVABLE,STRUCTURING,False,upper families may contain multiple lower-core components and multiple physical regions,False,False
TERGS_CAAB4EA22C44536DF2CC,R02ZF,EXACT_CROSS_MODAL_TIMING,UNAVAILABLE,DESCRIPTIVE,False,all frozen timing-authority rows prohibit exact cross-modal order,False,False
TERGS_CAAB4EA22C44536DF2CC,R02ZF,RELATIVE_RANGE_LIKE_ORDER,UNAVAILABLE,UNARY_DISCRIMINATIVE,False,optical has no range authority and no reliable cross-modal range-order observable is frozen,False,False
TERGS_CAAB4EA22C44536DF2CC,R02ZF,UNARY_FAMILY_DISCRIMINATION,UNAVAILABLE,UNARY_DISCRIMINATIVE,False,TERG-R0 deletes 0 individual families without an anchor,False,False
TERGS_FD6F6E750E8BBEA9ED4C,R03ZF,RELATIVE_ANGULAR_ORDER,UNAVAILABLE,RELATIONAL_DISCRIMINATIVE,False,0/0 pair profiles have whole-segment definite raw optical order,False,False
TERGS_FD6F6E750E8BBEA9ED4C,R03ZF,LIFECYCLE_PERSISTENCE,OBSERVABLE,STRUCTURING,False,1 complete-lifecycle-possible frozen families; already used in TERG-v1 construction,False,False
TERGS_FD6F6E750E8BBEA9ED4C,R03ZF,SHARED_RESPONSE_STATE,UNAVAILABLE,DESCRIPTIVE,False,shared SAR physical-region support occurs in 0/0 relation profiles; no PERSON-state equivalence asserted,False,False
TERGS_FD6F6E750E8BBEA9ED4C,R03ZF,TOPOLOGY_HYPOTHESIS_SET,PARTIALLY_OBSERVABLE,DESCRIPTIVE,False,split/merge/deformation remains a compatible SAR response-state hypothesis set,False,False
TERGS_FD6F6E750E8BBEA9ED4C,R03ZF,BOUNDARY_CENSORING,OBSERVABLE,DESCRIPTIVE,False,censoring disables morphology authority and preserves boundary-conditioned hypotheses,False,False
TERGS_FD6F6E750E8BBEA9ED4C,R03ZF,RESPONSE_COMPONENT_SET,OBSERVABLE,STRUCTURING,False,upper families may contain multiple lower-core components and multiple physical regions,False,False
TERGS_FD6F6E750E8BBEA9ED4C,R03ZF,EXACT_CROSS_MODAL_TIMING,UNAVAILABLE,DESCRIPTIVE,False,all frozen timing-authority rows prohibit exact cross-modal order,False,False
TERGS_FD6F6E750E8BBEA9ED4C,R03ZF,RELATIVE_RANGE_LIKE_ORDER,UNAVAILABLE,UNARY_DISCRIMINATIVE,False,optical has no range authority and no reliable cross-modal range-order observable is frozen,False,False
TERGS_FD6F6E750E8BBEA9ED4C,R03ZF,UNARY_FAMILY_DISCRIMINATION,UNAVAILABLE,UNARY_DISCRIMINATIVE,False,TERG-R0 deletes 0 individual families without an anchor,False,False
TERGS_6EA858FDC375FA946246,R03ZF,RELATIVE_ANGULAR_ORDER,UNAVAILABLE,RELATIONAL_DISCRIMINATIVE,False,0/0 pair profiles have whole-segment definite raw optical order,False,False
TERGS_6EA858FDC375FA946246,R03ZF,LIFECYCLE_PERSISTENCE,OBSERVABLE,STRUCTURING,False,1 complete-lifecycle-possible frozen families; already used in TERG-v1 construction,False,False
TERGS_6EA858FDC375FA946246,R03ZF,SHARED_RESPONSE_STATE,UNAVAILABLE,DESCRIPTIVE,False,shared SAR physical-region support occurs in 0/0 relation profiles; no PERSON-state equivalence asserted,False,False
TERGS_6EA858FDC375FA946246,R03ZF,TOPOLOGY_HYPOTHESIS_SET,PARTIALLY_OBSERVABLE,DESCRIPTIVE,False,split/merge/deformation remains a compatible SAR response-state hypothesis set,False,False
TERGS_6EA858FDC375FA946246,R03ZF,BOUNDARY_CENSORING,OBSERVABLE,DESCRIPTIVE,False,censoring disables morphology authority and preserves boundary-conditioned hypotheses,False,False
TERGS_6EA858FDC375FA946246,R03ZF,RESPONSE_COMPONENT_SET,OBSERVABLE,STRUCTURING,False,upper families may contain multiple lower-core components and multiple physical regions,False,False
TERGS_6EA858FDC375FA946246,R03ZF,EXACT_CROSS_MODAL_TIMING,UNAVAILABLE,DESCRIPTIVE,False,all frozen timing-authority rows prohibit exact cross-modal order,False,False
TERGS_6EA858FDC375FA946246,R03ZF,RELATIVE_RANGE_LIKE_ORDER,UNAVAILABLE,UNARY_DISCRIMINATIVE,False,optical has no range authority and no reliable cross-modal range-order observable is frozen,False,False
TERGS_6EA858FDC375FA946246,R03ZF,UNARY_FAMILY_DISCRIMINATION,UNAVAILABLE,UNARY_DISCRIMINATIVE,False,TERG-R0 deletes 0 individual families without an anchor,False,False
